Type_of_payment_code,Vehicle_code,id,
PTP,VC965,PCF63C15F,
PTE,VCB43,PC07BF95F,
PTC,VC965,PCCB2657A,
PTP,VC965,PC36C6441,
PTP,VC965,PC4F78F1B,
PTE,VCB43,PC787D664,
PTC,VC965,PC51A39A7,
PTC,VC965,PC82A16E6,
PTE,VCD2F,PC2E0C888,
PTC,VC965,PCC4F7DCE,
PTP,VC965,PCACD1BEE,
PTP,VCB43,PCFDB2BA6,
PTP,VCB43,PC3FB1BB6,
PTP,VCB43,PCBABD060,
PTP,VC965,PC0AB2B55,
PTC,VC965,PC155D90A,
PTE,VC965,PCDA37101,
PTC,VC965,PC04EDDB4,
PTE,VCB43,PCF5E7754,
PTP,VCB43,PC70B7987,
PTE,VC965,PC1592ACA,
PTP,VC965,PCDE1D204,
PTC,VC965,PCA579A65,
PTE,VC965,PCAC9371E,
PTP,VC965,PCCCAD2AC,
PTE,VC965,PC0CF9451,
PTE,VCD2F,PC148C815,
PTE,VC965,PCD51A740,
PTE,VC965,PC77793DF,
PTC,VCD2F,PC5D4DE09,
PTC,VC965,PCDD56814,
PTP,VC965,PCA4D3E9B,
PTE,VC965,PCAD79413,
PTP,VC965,PC8DD921E,
PTE,VC965,PC3137434,
PTE,VC965,PCB070250,
PTE,VCB43,PCD66314D,
PTP,VC965,PC59F4E22,
PTE,VC965,PC0AB2B55,
PTC,VC965,PCC7B407A,
PTE,VC965,PCF31BD97,
PTE,VC965,PC6203962,
PTC,VCB43,PC126524C,
PTC,VCD2F,PCFAB001F,
PTC,VC965,PC6B14C5D,
PTP,VC965,PC1FE6483,
PTC,VC965,PC0D83A1E,
PTC,VC965,PCF5D4B0A,
PTC,VC965,PC821BC98,
PTP,VC965,PCBB02F92,
PTE,VC965,PC3E474F6,
PTC,VC965,PCF5E0389,
PTE,VC965,PC0553E32,
PTC,VC965,PCDED6F20,
PTP,VC965,PC07F012A,
PTE,VC965,PC16E79D4,
PTC,VC965,PC7F7FFF0,
PTP,VCB43,PC68969FB,
PTE,VC965,PC7D68CD9,
PTE,VCB43,PCE8CBA37,
PTC,VC965,PC1CDFCF6,
PTP,VC965,PC5D41947,
PTP,VCB43,PC22F748B,
PTE,VC965,PCCCADDBD,
PTP,VCB43,PC03AE86F,
PTC,VCD2F,PCB1B5BEC,
PTP,VC965,PC783B5FC,
PTP,VC965,PC92A6471,
PTC,VCB43,PC2387B02,
PTC,VC965,PC983A913,
PTC,VC965,PC7607A5D,
PTP,VC965,PCB6A16D7,
PTC,VC965,PCBF83C7A,
PTC,VC965,PC48664B7,
PTC,VC965,PC5170BF4,
PTP,VCB43,PC9DD0BBD,
PTE,VC965,PC5881E06,
PTE,VC965,PCD4A1214,
PTE,VCD2F,PC6700C62,
PTC,VC965,PC47B8825,
PTP,VC965,PC43973F9,
PTP,VCD2F,PCEC030F2,
PTE,VCD2F,PCCACA741,
PTP,VC965,PCD6E5E77,
PTP,VC965,PC19F3DBB,
PTP,VCB43,PCEF56843,
PTE,VCD2F,PC388BB83,
PTC,VCB43,PCA33A9A8,
PTP,VCB43,PC948D5B2,
PTE,VC965,PC6150735,
PTP,VC965,PCF712D1A,
PTE,VCB43,PC526B1EC,
PTE,VCB43,PCA26D872,
PTP,VCB43,PC857F4A0,
PTE,VCB43,PC0F6325D,
PTC,VCD2F,PC71D433F,
PTE,VCD2F,PC8F4AF85,
PTE,VC965,PC5EBC1E1,
PTP,VCB43,PC5ABB8E4,
PTE,VC965,PCBEB4D23,
PTC,VC965,PC13CB69B,
PTE,VCB43,PCAC7E4C1,
PTC,VCD2F,PC2B868A9,
PTC,VC965,PC8DFF744,
PTP,VC965,PC6AA246E,
PTE,VC965,PC94DC1E6,
PTE,VC965,PCAA9F518,
PTC,VC965,PCDE89544,
PTP,VC965,PCFEAE55E,
PTC,VCB43,PC704EF75,
PTP,VCB43,PCCF6A454,
PTC,VC965,PCBE1B45D,
PTC,VC965,PC308070B,
PTC,VC965,PCB3DF742,
PTC,VC965,PC47FBB07,
PTE,VCD2F,PC2111CF9,
PTC,VC965,PC90D44D0,
PTC,VC965,PC5030572,
PTP,VC965,PCDC5C9E2,
PTC,VC965,PC251D4C1,
PTE,VC965,PC07F012A,
PTC,VC965,PCCC8F243,
PTC,VCD2F,PC2E2E0C0,
PTE,VC965,PC88494D0,
PTE,VC965,PCBDD55F1,
PTE,VC965,PCEF3EBBC,
PTP,VC965,PC374C341,
PTP,VC965,PCBE8B2AB,
PTP,VCD2F,PCEC030F2,
PTC,VCD2F,PCEF56843,
PTC,VC965,PC5F47DCF,
PTE,VC965,PC6EFC03B,
PTP,VC965,PCE5BA2CE,
PTC,VCB43,PCF775FA6,
PTP,VC965,PC19C02F1,
PTC,VC965,PC8473A64,
PTP,VCB43,PCACF7982,
PTC,VC965,PC1E49F6B,
PTE,VC965,PCC943ECD,
PTE,VCD2F,PCB905D54,
PTE,VCB43,PC18C31F6,
PTP,VCB43,PCA4DF48A,
PTE,VCB43,PC4C95CA2,
PTP,VC965,PC0D83A1E,
PTE,VCB43,PCAD89FE3,
PTC,VCB43,PCBABD060,
PTE,VCB43,PCF764517,
PTP,VC965,PC44E2F09,
PTC,VC965,PC04EDDB4,
PTC,VC965,PC3CCA187,
PTP,VC965,PC666483B,
PTC,VCD2F,PC1E2B07E,
PTE,VC965,PC0A50259,
PTP,VCD2F,PCD30AB50,
PTP,VCD2F,PCD987A9D,
PTP,VC965,PC36C9AE8,
PTC,VC965,PC14008D5,
PTC,VC965,PCDE5402C,
PTP,VCD2F,PC8FE0901,
PTE,VC965,PC0AB9251,
PTP,VCD2F,PC1A58039,
PTC,VC965,PC0B32B5B,
PTE,VC965,PC10C700F,
PTP,VCB43,PC4061987,
PTP,VC965,PC93AAEC9,
PTE,VCD2F,PCC347465,
PTC,VC965,PC4D892D7,
PTC,VC965,PCF9F4940,
PTP,VCB43,PC7F02ED3,
PTC,VC965,PCF31BD97,
PTC,VCB43,PCB6F1968,
PTC,VC965,PC72FE04B,
PTP,VCB43,PC1B1D964,
PTC,VC965,PCEBE834B,
PTP,VCB43,PC89C1789,
PTC,VC965,PCFA0E4C0,
PTC,VCB43,PC251D4C1,
PTE,VC965,PC9FB4E82,
PTC,VC965,PCCEEF65A,
PTE,VCB43,PCA857A23,
PTP,VCB43,PCC48608C,
PTC,VCB43,PC3546931,
PTE,VC965,PC637A425,
PTE,VC965,PC7607A5D,
PTC,VC965,PC11E9595,
PTP,VCD2F,PC76FDDEA,
PTC,VC965,PCBB055C6,
PTP,VC965,PC52D063A,
PTC,VC965,PC3777B8E,
PTE,VC965,PCCCADDBD,
PTE,VC965,PC909A324,
PTC,VCB43,PC7C55512,
PTP,VCB43,PC99BB7A3,
PTP,VCD2F,PC6DC0ACF,
PTP,VC965,PCA76178F,
PTP,VC965,PCE952492,
PTP,VC965,PC30AAE76,
PTE,VC965,PCAC7E4C1,
PTE,VC965,PC44E2F09,
PTE,VCB43,PCA3797CA,
PTC,VCB43,PC2C2EF9E,
PTP,VC965,PCA32686D,
PTC,VCB43,PC2AFCB31,
PTC,VC965,PC06E8A1C,
PTC,VCD2F,PCC8FE9C6,
PTC,VC965,PCB86D2E1,
PTE,VCB43,PC5881E06,
PTE,VCB43,PC16F59EC,
PTE,VC965,PCEBEEE05,
PTE,VCB43,PC7E4F42A,
PTP,VCB43,PCC30C735,
PTE,VC965,PC797AEBF,
PTE,VCB43,PC2F353E1,
PTC,VCB43,PCA33A9A8,
PTE,VC965,PCAE45EC0,
PTC,VC965,PCF6EECB2,
PTP,VC965,PC69C7DF3,
PTP,VC965,PCBDB8BB6,
PTP,VC965,PC0D3474E,
PTE,VC965,PC15EC378,
PTP,VC965,PC0D83A1E,
PTE,VC965,PC356AE8F,
PTC,VCB43,PC851E565,
PTE,VC965,PC8616CD8,
PTC,VCB43,PC1B1D964,
PTC,VC965,PC6AA246E,
PTE,VCB43,PCA276EBB,
PTE,VC965,PC4A5D62F,
PTE,VC965,PCA965149,
PTC,VC965,PC42A3AB0,
PTP,VC965,PC5881E06,
PTE,VCB43,PCEECD973,
PTP,VC965,PC1269226,
PTP,VC965,PC5CAF0A7,
PTE,VCB43,PC16F59EC,
PTC,VC965,PC86B0D7B,
PTP,VC965,PCA32686D,
PTE,VCD2F,PCED2DB6F,
PTE,VC965,PC46BE0B2,
PTC,VC965,PCB86D2E1,
PTC,VCB43,PC91E3A87,
PTE,VC965,PC17F8052,
PTP,VCB43,PCBA5D8AB,
PTC,VC965,PC016D687,
PTE,VCB43,PCE1EA438,
PTP,VC965,PC51A39A7,
PTC,VCB43,PC7AA5B2F,
PTC,VCD2F,PC628DCED,
PTP,VC965,PCB3DF742,
PTE,VC965,PCCBCFEDE,
PTE,VC965,PCCB2657A,
PTC,VC965,PC3AA93E6,
PTE,VCB43,PCDE89544,
PTE,VC965,PC3A63A79,
PTE,VC965,PC89C1789,
PTC,VC965,PC3A23C14,
PTP,VC965,PC98750ED,
PTC,VC965,PCF8F6133,
PTP,VC965,PC0A63844,
PTP,VC965,PCDF73A3C,
PTC,VC965,PC9764C98,
PTC,VC965,PCA6127FF,
PTC,VC965,PC5295A46,
PTE,VC965,PCED7EAFE,
PTC,VC965,PC785D63F,
PTC,VC965,PCCC0D001,
PTC,VCB43,PC90346C9,
PTC,VC965,PC14008D5,
PTC,VC965,PC44877F1,
PTC,VC965,PC8473A64,
PTE,VCB43,PC1DEB043,
PTP,VCB43,PC72FE04B,
PTE,VC965,PC42A3AB0,
PTE,VCB43,PCCFD9AB6,
PTP,VC965,PC69DE15C,
PTC,VC965,PC95F5F6B,
PTC,VCB43,PC0D3474E,
PTC,VC965,PC71FE98A,
PTE,VCB43,PCE60D320,
PTP,VC965,PC51D1059,
PTE,VC965,PC871C1FC,
PTP,VC965,PC262D624,
PTE,VCD2F,PCECEBBFA,
PTP,VC965,PC0282AE7,
PTE,VC965,PCD8D05D7,
PTE,VCB43,PC2F1A066,
PTC,VC965,PC39B17A9,
PTC,VC965,PCF8BB245,
PTE,VCB43,PC6C80A46,
PTC,VC965,PC3172195,
PTE,VCD2F,PCDE89544,
PTP,VC965,PC69C7DF3,
PTC,VC965,PCAD3B9BC,
PTE,VC965,PC0C535B6,
PTP,VC965,PC95BD14B,
PTP,VC965,PCDD56814,
PTE,VC965,PCB27CFF1,
PTC,VCD2F,PC2308E9E,
PTE,VCB43,PC00AE965,
PTE,VC965,PC5738A82,
PTP,VC965,PC7F7FFF0,
PTC,VCB43,PCE32D2F9,
PTC,VC965,PCA4DF48A,
PTC,VC965,PCCA288FE,
PTC,VCD2F,PCBB055C6,
PTC,VC965,PC36C9AE8,
PTP,VC965,PC845CEA6,
PTP,VC965,PC040ADB3,
PTC,VC965,PC91E3A87,
PTC,VC965,PCA52F720,
PTC,VCB43,PC09BDC08,
PTE,VC965,PC40E6113,
PTP,VC965,PC4F71E72,
PTP,VC965,PC4C9B108,
PTP,VC965,PC8CA1B15,
PTP,VC965,PC883FCA9,
PTE,VCB43,PC5AB6779,
PTE,VCB43,PC58105BF,
PTP,VCB43,PC9787B8A,
PTE,VCD2F,PC871C1FC,
PTE,VC965,PCE5BA2CE,
PTP,VC965,PC8FC83B3,
PTP,VCB43,PC95BD14B,
PTP,VC965,PC857F4A0,
PTE,VC965,PCF263A5E,
PTP,VC965,PCEBE834B,
PTE,VC965,PCC5E1C04,
PTC,VC965,PC394C979,
PTC,VC965,PC62E1338,
PTP,VCD2F,PC63FF017,
PTE,VC965,PC81776BA,
PTE,VCB43,PC3777B8E,
PTE,VCB43,PC86E9EB7,
PTC,VCB43,PC6A1B37B,
PTP,VCD2F,PC99F9ABD,
PTC,VCB43,PC78EF0B5,
PTP,VC965,PC1A58039,
PTE,VCB43,PC4E6422C,
PTE,VCB43,PC3CCA187,
PTC,VC965,PC1BDA119,
PTC,VC965,PCA76178F,
PTC,VC965,PCAC01231,
PTE,VC965,PC23E470D,
PTP,VC965,PCF733A7C,
PTC,VC965,PC11DCA73,
PTC,VC965,PC6700C62,
PTE,VC965,PC91E3A87,
PTC,VCD2F,PC7E22FD8,
PTE,VCB43,PC0954183,
PTP,VC965,PC0EF5BA6,
PTE,VC965,PC5CAF0A7,
PTE,VC965,PC9C7C18E,
PTC,VC965,PC5F1CD83,
PTC,VC965,PC21A1833,
PTP,VCD2F,PC0D2B95C,
PTP,VCB43,PC0671DD4,
PTC,VC965,PC3E474F6,
PTE,VC965,PCC3BCE65,
PTP,VC965,PC5B2AFFA,
PTP,VCD2F,PC23BA77A,
PTC,VCB43,PC7E79FA0,
PTP,VCB43,PC47300D9,
PTP,VC965,PCEBE834B,
PTP,VC965,PC84D9FC1,
PTE,VCB43,PCEFF6088,
PTP,VC965,PC924C594,
PTE,VCD2F,PCEB27C63,
PTP,VC965,PCCB07C68,
PTC,VCD2F,PCE32D2F9,
PTP,VC965,PCFE7F7FE,
PTP,VCD2F,PCDE1D204,
PTE,VC965,PC70886EC,
PTP,VCB43,PCB335328,
PTC,VC965,PC2804C85,
PTC,VC965,PCC347465,
PTP,VC965,PCF5D4B0A,
PTP,VC965,PC8AB18BE,
PTC,VCB43,PCBABD060,
PTE,VC965,PC9FB4E82,
PTP,VC965,PCC932802,
PTE,VC965,PC99A4177,
PTC,VCD2F,PC035B71E,
PTP,VCB43,PC9FB4E82,
PTE,VCD2F,PC9B747F8,
PTC,VCD2F,PC8473A64,
PTE,VCB43,PC2CA4087,
PTE,VC965,PC76935F9,
PTC,VCB43,PCAA67227,
PTE,VC965,PCF7F25B7,
PTC,VCD2F,PC417B8DF,
PTP,VC965,PC879E7AB,
PTC,VC965,PCAACD453,
PTE,VC965,PC12BE494,
PTE,VCB43,PC05B8749,
PTE,VC965,PCC90A061,
PTP,VCB43,PC08F56A1,
PTE,VC965,PC035B71E,
PTP,VC965,PC767BBB2,
PTE,VC965,PC07F012A,
PTC,VC965,PC0BD172F,
PTP,VCD2F,PC9DD9DCD,
PTE,VC965,PCCB383F8,
PTE,VCB43,PCF733A7C,
PTC,VCB43,PC6D2FAD0,
PTE,VC965,PC93CE517,
PTP,VC965,PC2BBEEDC,
PTE,VC965,PC07289CF,
PTP,VC965,PC6EFC03B,
PTC,VCB43,PC5A27CDE,
PTC,VCB43,PC8453073,
PTE,VC965,PC4E572D8,
PTC,VC965,PC96AD1EB,
PTE,VC965,PC783B5FC,
PTE,VC965,PC2EBEAB9,
PTC,VCB43,PC1585DF2,
PTC,VC965,PC526B1EC,
PTC,VC965,PCF243BF3,
PTC,VC965,PC6700C62,
PTE,VCB43,PC327D635,
PTC,VC965,PC53A52CB,
PTC,VCB43,PC88EA64E,
PTP,VCB43,PC422A6D1,
PTE,VC965,PCACD1BEE,
PTE,VC965,PCFFF6463,
PTE,VC965,PC46C4A27,
PTC,VC965,PCF91266E,
PTE,VC965,PC69F3F14,
PTE,VC965,PC4C95CA2,
PTE,VC965,PC9798721,
PTP,VC965,PC647292C,
PTP,VC965,PC45EBEBC,
PTC,VC965,PC821BC98,
PTE,VC965,PCA185B1A,
PTC,VC965,PCCEEF65A,
PTE,VC965,PC385C6E7,
PTE,VC965,PC388BB83,
PTC,VC965,PC384779E,
PTP,VCD2F,PC7758F89,
PTC,VCB43,PC98F856D,
PTE,VC965,PCE319335,
PTE,VC965,PC2EFBBE0,
PTC,VC965,PCA06B2F1,
PTE,VCD2F,PC2E099B4,
PTP,VC965,PC6203962,
PTP,VCD2F,PC59A0CB2,
PTP,VC965,PCED2DB6F,
PTC,VCB43,PC3863F6A,
PTC,VCD2F,PC186BCA8,
PTE,VC965,PC783B5FC,
PTC,VCB43,PC1477DC9,
PTC,VC965,PC08F56A1,
PTP,VCB43,PC71FE98A,
PTE,VC965,PC14008D5,
PTE,VCB43,PCF6B0D12,
PTP,VC965,PC76935F9,
PTE,VC965,PCA0BAE0F,
PTP,VC965,PC3D30AD0,
PTC,VC965,PCAB2FA02,
PTC,VCB43,PC9798721,
PTC,VCB43,PC4A5D62F,
PTE,VC965,PC905B5D4,
PTE,VC965,PC1A43FB7,
PTE,VC965,PCF6540C0,
PTC,VC965,PC90D44D0,
PTE,VCD2F,PC20BD6E6,
PTP,VC965,PC48D61BB,
PTC,VCB43,PCF514246,
PTC,VCB43,PC214FB8E,
PTC,VCD2F,PC7ACFF7C,
PTE,VC965,PC3E1512A,
PTC,VCB43,PCBF83C7A,
PTE,VC965,PCBE7E15B,
PTE,VCB43,PC02FEF7D,
PTC,VC965,PC87C8BC4,
PTC,VCD2F,PC6D105CF,
PTE,VC965,PCB905D54,
PTC,VCB43,PC040ADB3,
PTP,VC965,PC7E22FD8,
PTC,VCB43,PCEBE834B,
PTE,VCB43,PC9F3C86B,
PTE,VC965,PCBBB9730,
PTP,VC965,PCACF7982,
PTP,VC965,PC4847214,
PTP,VCB43,PCE2D63A7,
PTC,VC965,PCBB65EF4,
PTC,VCD2F,PCED7D2DE,
PTP,VC965,PCCC28F87,
PTP,VCB43,PCDF9F773,
PTC,VC965,PC6D0FC31,
PTP,VC965,PCCC0D001,
PTE,VCD2F,PC953B572,
PTC,VC965,PC7C8FDDB,
PTE,VC965,PC4C95CA2,
PTC,VC965,PC71D433F,
PTP,VC965,PC52EA95D,
PTP,VC965,PCFCB0018,
PTP,VCB43,PCD5CBB82,
PTE,VCB43,PCD411AEF,
PTE,VC965,PC4645718,
PTP,VCB43,PC485BE5B,
PTE,VC965,PC0EF761B,
PTE,VC965,PC93AAEC9,
PTE,VCD2F,PCA70760B,
PTC,VCD2F,PC3E35002,
PTE,VC965,PC4D8469D,
PTC,VC965,PC7A54E18,
PTE,VC965,PCC1A733C,
PTP,VC965,PC9E503B6,
PTP,VCD2F,PC3B258E9,
PTP,VC965,PC5E202FC,
PTC,VCB43,PC0EC3E54,
PTC,VC965,PC02FEF7D,
PTE,VC965,PC0EF5BA6,
PTC,VC965,PCC695DB0,
PTP,VCD2F,PC1EEDA04,
PTP,VC965,PC3C8B99E,
PTC,VCB43,PC30AAE76,
PTC,VC965,PCFA0E4C0,
PTP,VC965,PC7305E43,
PTE,VCD2F,PCBE1B45D,
PTC,VC965,PC28E44E2,
PTE,VC965,PC65C93B7,
PTE,VC965,PC905B5D4,
PTC,VC965,PC264C595,
PTE,VC965,PCC1F6F13,
PTP,VC965,PCF4A2DA9,
PTE,VCB43,PCAFD913A,
PTC,VC965,PCF0FC9B2,
PTC,VCD2F,PCF5D4B0A,
PTE,VCB43,PC544AE70,
PTE,VCB43,PCACF7982,
PTE,VCB43,PC7E22FD8,
PTE,VCD2F,PC7D68CD9,
PTP,VC965,PC0C535B6,
PTP,VC965,PCF64B519,
PTE,VC965,PC905B5D4,
PTE,VCB43,PCC993FB3,
PTC,VCB43,PC421D5F3,
PTE,VC965,PC821BC98,
PTP,VC965,PC3338D42,
PTP,VC965,PC99A12E9,
PTE,VC965,PCF764517,
PTP,VC965,PC20129F9,
PTC,VC965,PC6DC0ACF,
PTC,VC965,PC8806694,
PTE,VCB43,PCEB6517A,
PTP,VC965,PC0A63844,
PTE,VC965,PC43A5E42,
PTP,VC965,PCB6A16D7,
PTC,VC965,PC0DB49FD,
PTP,VC965,PCA06B2F1,
PTC,VC965,PC3FAA264,
PTC,VC965,PCC48E3A8,
PTP,VCB43,PC04EDDB4,
PTE,VC965,PCBA5D8AB,
PTC,VC965,PCD5F2808,
PTC,VCB43,PC1DA31F7,
PTP,VCB43,PC526B1EC,
PTP,VC965,PCFBEFA9E,
PTC,VC965,PC37F171A,
PTE,VCD2F,PC77889B3,
PTP,VCB43,PC0EF761B,
PTP,VC965,PCFAB001F,
PTE,VCB43,PCD4A1214,
PTC,VC965,PCD1EB220,
PTE,VC965,PC03AE86F,
PTE,VCB43,PCF40C389,
PTP,VC965,PCC6A4CD8,
PTE,VCD2F,PCA92F2BD,
PTP,VC965,PC44877F1,
PTC,VC965,PC7A260F1,
PTE,VC965,PC494D54E,
PTC,VC965,PC591BDF7,
PTP,VCB43,PCA6127FF,
PTE,VCB43,PCD3A817A,
PTP,VC965,PCC347465,
PTC,VCD2F,PC07BF95F,
PTC,VCB43,PC5526A36,
PTP,VC965,PC5D4DE09,
PTC,VC965,PC84D9FC1,
PTE,VC965,PC6F36B7A,
PTE,VCB43,PC4D892D7,
PTE,VCB43,PCB0994D1,
PTE,VCB43,PC869BDE8,
PTC,VC965,PCB7040B7,
PTE,VC965,PC422A6D1,
PTE,VC965,PCA4DF48A,
PTP,VC965,PCBABD060,
PTP,VC965,PC16F59EC,
PTE,VC965,PC627AA14,
PTP,VCB43,PC6E0962A,
PTC,VC965,PCC825DB2,
PTE,VC965,PCCBCFEDE,
PTE,VCB43,PC0B32B5B,
PTE,VC965,PCD8C66B1,
PTP,VC965,PC797AEBF,
PTE,VCD2F,PC81776BA,
PTP,VCD2F,PCE32ED40,
PTP,VC965,PC1BDA119,
PTE,VC965,PCD411AEF,
PTP,VC965,PC6C88C27,
PTC,VC965,PC4E6422C,
PTP,VC965,PC397AFA3,
PTE,VC965,PCA6403C1,
PTE,VC965,PC8C7C5D7,
PTE,VC965,PC4486317,
PTE,VC965,PC4156AD5,
PTP,VC965,PCC943ECD,
PTE,VCB43,PC0D3474E,
PTP,VC965,PCB2463CF,
PTE,VCB43,PCB99E8F9,
PTE,VC965,PC7368097,
PTP,VC965,PCC0E7E2A,
PTC,VC965,PCE29AA1A,
PTE,VC965,PC8C9B099,
PTC,VCB43,PC7E22FD8,
PTP,VC965,PCFA0E4C0,
PTP,VCB43,PC9082A17,
PTE,VCD2F,PCE01E4DF,
PTP,VCB43,PCC422F4D,
PTC,VCB43,PCC139BD8,
PTC,VC965,PCF0B5E85,
PTC,VCB43,PC5295A46,
PTE,VCB43,PC8DF4919,
PTE,VC965,PC869BDE8,
PTE,VC965,PC08F56A1,
PTC,VCD2F,PC4B0DCD2,
PTP,VCD2F,PC8A7A22A,
PTP,VC965,PCC4F7DCE,
PTC,VC965,PCA770E5A,
PTP,VCB43,PC481C9F9,
PTC,VC965,PC2C1DA2A,
PTC,VC965,PCF64B519,
PTE,VC965,PC214FB8E,
PTP,VCD2F,PCD2C9ECF,
PTE,VC965,PC5149039,
PTC,VC965,PC74F6341,
PTP,VCB43,PCB2463CF,
PTE,VC965,PCFE7F7FE,
PTC,VC965,PC2294422,
PTC,VC965,PC912F5CB,
PTP,VC965,PC4A5D62F,
PTP,VC965,PCC9756B2,
PTP,VC965,PC85224D1,
PTC,VC965,PC07289CF,
PTC,VC965,PC0EC3E54,
PTE,VCB43,PCEECD973,
PTP,VCB43,PC52EA95D,
PTC,VC965,PC5030572,
PTP,VC965,PC0A50259,
PTE,VCB43,PC084F676,
PTE,VC965,PCEFF6088,
PTE,VC965,PCED7D2DE,
PTE,VC965,PCBD023A3,
PTE,VC965,PCC1ED0C5,
PTP,VC965,PC48D61BB,
PTP,VCB43,PC8A7A22A,
PTE,VC965,PC4B0DCD2,
PTE,VC965,PCCA36E4D,
PTP,VC965,PCA0290AD,
PTP,VC965,PCBEB4D23,
PTC,VC965,PCBC064F8,
PTP,VC965,PC9DD9DCD,
PTE,VC965,PC23BA77A,
PTE,VC965,PC14FBE4A,
PTE,VCB43,PCFFC2992,
PTE,VC965,PC8453073,
PTP,VCB43,PC9DFEBB0,
PTP,VCD2F,PC0514825,
PTE,VCD2F,PC79BCF60,
PTE,VC965,PCE4C5D8E,
PTC,VC965,PCAC34A40,
PTC,VC965,PC517992F,
PTP,VC965,PC3D58C5E,
PTE,VCD2F,PCD51A740,
PTP,VC965,PCD0DDD3D,
PTP,VC965,PCFEADFE6,
PTP,VCB43,PCF5E0389,
PTE,VCB43,PCC8441A8,
PTC,VC965,PCFE7F7FE,
PTP,VC965,PC1551C8E,
PTC,VCD2F,PCD3A817A,
PTC,VC965,PC394C979,
PTE,VC965,PC0214185,
PTE,VC965,PCDFCFF53,
PTE,VCB43,PC70CA955,
PTC,VCB43,PC494D54E,
PTC,VC965,PC208F9BB,
PTE,VC965,PCCB07C68,
PTC,VC965,PCE17C964,
PTE,VC965,PC5D41947,
PTP,VC965,PC1FE6483,
PTE,VCB43,PCAFC45DA,
PTC,VCB43,PC23E470D,
PTP,VCB43,PCA32686D,
PTE,VCD2F,PC22F748B,
PTE,VCB43,PCAE45EC0,
PTC,VC965,PC0CF9451,
PTE,VC965,PC8111910,
PTP,VCB43,PCC1F6F13,
PTC,VC965,PCE0A2A2F,
PTE,VCB43,PCD2C9ECF,
PTP,VC965,PC546F252,
PTC,VC965,PCCEEF65A,
PTP,VC965,PCBA83119,
PTP,VC965,PC94C0945,
PTC,VC965,PC3743587,
PTC,VC965,PCE4C5D8E,
PTP,VC965,PC88C655C,
PTP,VC965,PC454F09B,
PTP,VC965,PCD6DBA1D,
PTC,VCB43,PCBDB8BB6,
PTP,VC965,PC035B71E,
PTP,VCB43,PCCA817EB,
PTC,VCB43,PC82A16E6,
PTE,VC965,PCB86D2E1,
PTE,VCB43,PCAD363FC,
PTP,VC965,PC3CCA187,
PTE,VCD2F,PC425C6EC,
PTC,VCD2F,PC71FE98A,
PTC,VC965,PCB24B68E,
PTC,VC965,PC37F171A,
PTC,VCB43,PCB077F18,
PTE,VC965,PCCA71D2C,
PTC,VC965,PC1E2B07E,
PTC,VC965,PC461DCD3,
PTE,VC965,PCA6403C1,
PTC,VC965,PC327D635,
PTC,VC965,PC264C595,
PTP,VC965,PCC8C7059,
PTC,VCD2F,PC3AF69A3,
PTC,VCB43,PC86B0D7B,
PTE,VC965,PCE01E4DF,
PTE,VC965,PC51E7EF8,
PTP,VC965,PC74F5EBA,
PTC,VC965,PCAD89FE3,
PTP,VC965,PC67D349A,
PTP,VC965,PC040ADB3,
PTE,VC965,PCEE69498,
PTC,VC965,PCCAAFB48,
PTE,VC965,PCCCAD2AC,
PTC,VCB43,PC5738A82,
PTE,VCB43,PCB86D2E1,
PTP,VC965,PCD8E3CCB,
PTE,VCD2F,PC7EE2DCF,
PTP,VCB43,PC12EEFE0,
PTE,VC965,PCB4CDDA5,
PTP,VC965,PC905B5D4,
PTP,VC965,PC48664B7,
PTP,VC965,PC685427C,
PTP,VC965,PC74A3585,
PTC,VCD2F,PC5B45CE7,
PTC,VC965,PCC08F8BB,
PTE,VC965,PC851E565,
PTP,VC965,PCA6403C1,
PTP,VCB43,PC62E1338,
PTC,VC965,PCB077F18,
PTC,VC965,PC7D7AE48,
PTE,VC965,PCF775FA6,
PTC,VC965,PCF0B5E85,
PTE,VC965,PC40C93B0,
PTC,VC965,PC1E10EC3,
PTE,VC965,PC59414DA,
PTE,VC965,PCF775FA6,
PTC,VCD2F,PCD0DDD3D,
PTP,VC965,PC7157CF3,
PTP,VC965,PC2294422,
PTP,VC965,PC93AAEC9,
PTE,VCD2F,PCC8FE9C6,
PTC,VC965,PCB1B5BEC,
PTE,VC965,PCE2D63A7,
PTE,VC965,PC77889B3,
PTC,VCB43,PC4A6C6D9,
PTE,VC965,PC6D105CF,
PTE,VCB43,PC16F59EC,
PTP,VC965,PCD33B3C9,
PTP,VC965,PCEC57A8E,
PTC,VC965,PCFA4F864,
PTE,VC965,PC4967767,
PTE,VCB43,PC7655FC1,
PTE,VC965,PCCB4C86D,
PTE,VC965,PC76935F9,
PTE,VCB43,PC4C9B108,
PTE,VCB43,PC578F087,
PTC,VCD2F,PC9798721,
PTP,VC965,PCD1EB220,
PTC,VC965,PC4A40D50,
PTC,VCD2F,PC9C7C18E,
PTP,VC965,PCBABF130,
PTP,VC965,PC953B572,
PTC,VC965,PCA24C1E1,
PTP,VC965,PC2890582,
PTP,VC965,PCCC8F243,
PTC,VC965,PC8FE0901,
PTE,VC965,PCAB2FA02,
PTP,VC965,PC65AA714,
PTE,VC965,PCBB02F92,
PTE,VC965,PC4967767,
PTE,VCD2F,PCC321538,
