id,Type_of_payment_code,Vehicle_code
PCCB07C68,PTP,VC965
PCE32D2F9,PTC,VCD2F
PCFE7F7FE,PTP,VC965
PCDE1D204,PTP,VCD2F
PC70886EC,PTE,VC965
PCB335328,PTP,VCB43
PC2804C85,PTC,VC965
PCC347465,PTC,VC965
PCF5D4B0A,PTP,VC965
PC8AB18BE,PTP,VC965
PCBABD060,PTC,VCB43
PC9FB4E82,PTE,VC965
PCC932802,PTP,VC965
PC99A4177,PTE,VC965
PC035B71E,PTC,VCD2F
PC9FB4E82,PTP,VCB43
PC9B747F8,PTE,VCD2F
PC8473A64,PTC,VCD2F
PC2CA4087,PTE,VCB43
PC76935F9,PTE,VC965
PCAA67227,PTC,VCB43
PCF7F25B7,PTE,VC965
PC417B8DF,PTC,VCD2F
PC879E7AB,PTP,VC965
PCAACD453,PTC,VC965
PC12BE494,PTE,VC965
PC05B8749,PTE,VCB43
PCC90A061,PTE,VC965
PC08F56A1,PTP,VCB43
PC035B71E,PTE,VC965
PC767BBB2,PTP,VC965
PC07F012A,PTE,VC965
PC0BD172F,PTC,VC965
PC9DD9DCD,PTP,VCD2F
PCCB383F8,PTE,VC965
PCF733A7C,PTE,VCB43
PC6D2FAD0,PTC,VCB43
PC93CE517,PTE,VC965
PC2BBEEDC,PTP,VC965
PC07289CF,PTE,VC965
PC6EFC03B,PTP,VC965
PC5A27CDE,PTC,VCB43
PC8453073,PTC,VCB43
PC4E572D8,PTE,VC965
PC96AD1EB,PTC,VC965
PC783B5FC,PTE,VC965
PC2EBEAB9,PTE,VC965
PC1585DF2,PTC,VCB43
PC526B1EC,PTC,VC965
PCF243BF3,PTC,VC965
PC6700C62,PTC,VC965
PC327D635,PTE,VCB43
PC53A52CB,PTC,VC965
PC88EA64E,PTC,VCB43
PC422A6D1,PTP,VCB43
PCACD1BEE,PTE,VC965
PCFFF6463,PTE,VC965
PC46C4A27,PTE,VC965
PCF91266E,PTC,VC965
PC69F3F14,PTE,VC965
PC4C95CA2,PTE,VC965
PC9798721,PTE,VC965
PC647292C,PTP,VC965
PC45EBEBC,PTP,VC965
PC821BC98,PTC,VC965
PCA185B1A,PTE,VC965
PCCEEF65A,PTC,VC965
PC385C6E7,PTE,VC965
PC388BB83,PTE,VC965
PC384779E,PTC,VC965
PC7758F89,PTP,VCD2F
PC98F856D,PTC,VCB43
PCE319335,PTE,VC965
PC2EFBBE0,PTE,VC965
PCA06B2F1,PTC,VC965
PC2E099B4,PTE,VCD2F
PC6203962,PTP,VC965
PC59A0CB2,PTP,VCD2F
PCED2DB6F,PTP,VC965
PC3863F6A,PTC,VCB43
PC186BCA8,PTC,VCD2F
PC783B5FC,PTE,VC965
PC1477DC9,PTC,VCB43
PC08F56A1,PTC,VC965
PC71FE98A,PTP,VCB43
PC14008D5,PTE,VC965
PCF6B0D12,PTE,VCB43
PC76935F9,PTP,VC965
PCA0BAE0F,PTE,VC965
PC3D30AD0,PTP,VC965
PCAB2FA02,PTC,VC965
PC9798721,PTC,VCB43
PC4A5D62F,PTC,VCB43
PC905B5D4,PTE,VC965
PC1A43FB7,PTE,VC965
PCF6540C0,PTE,VC965
PC90D44D0,PTC,VC965
PC20BD6E6,PTE,VCD2F
PC48D61BB,PTP,VC965
PCF514246,PTC,VCB43
PC214FB8E,PTC,VCB43
PC7ACFF7C,PTC,VCD2F
PC3E1512A,PTE,VC965
PCBF83C7A,PTC,VCB43
PCBE7E15B,PTE,VC965
PC02FEF7D,PTE,VCB43
PC87C8BC4,PTC,VC965
PC6D105CF,PTC,VCD2F
PCB905D54,PTE,VC965
PC040ADB3,PTC,VCB43
PC7E22FD8,PTP,VC965
PCEBE834B,PTC,VCB43
PC9F3C86B,PTE,VCB43
PCBBB9730,PTE,VC965
PCACF7982,PTP,VC965
PC4847214,PTP,VC965
PCE2D63A7,PTP,VCB43
PCBB65EF4,PTC,VC965
PCED7D2DE,PTC,VCD2F
PCCC28F87,PTP,VC965
PCDF9F773,PTP,VCB43
PC6D0FC31,PTC,VC965
PCCC0D001,PTP,VC965
PC953B572,PTE,VCD2F
PC7C8FDDB,PTC,VC965
PC4C95CA2,PTE,VC965
PC71D433F,PTC,VC965
PC52EA95D,PTP,VC965
PCFCB0018,PTP,VC965
PCD5CBB82,PTP,VCB43
PCD411AEF,PTE,VCB43
PC4645718,PTE,VC965
PC485BE5B,PTP,VCB43
PC0EF761B,PTE,VC965
PC93AAEC9,PTE,VC965
PCA70760B,PTE,VCD2F
PC3E35002,PTC,VCD2F
PC4D8469D,PTE,VC965
PC7A54E18,PTC,VC965
PCC1A733C,PTE,VC965
PC9E503B6,PTP,VC965
PC3B258E9,PTP,VCD2F
PC5E202FC,PTP,VC965
PC0EC3E54,PTC,VCB43
PC02FEF7D,PTC,VC965
PC0EF5BA6,PTE,VC965
PCC695DB0,PTC,VC965
PC1EEDA04,PTP,VCD2F
PC3C8B99E,PTP,VC965
PC30AAE76,PTC,VCB43
PCFA0E4C0,PTC,VC965
PC7305E43,PTP,VC965
PCBE1B45D,PTE,VCD2F
PC28E44E2,PTC,VC965
PC65C93B7,PTE,VC965
PC905B5D4,PTE,VC965
PC264C595,PTC,VC965
PCC1F6F13,PTE,VC965
PCF4A2DA9,PTP,VC965
PCAFD913A,PTE,VCB43
PCF0FC9B2,PTC,VC965
PCF5D4B0A,PTC,VCD2F
PC544AE70,PTE,VCB43
PCACF7982,PTE,VCB43
PC7E22FD8,PTE,VCB43
PC7D68CD9,PTE,VCD2F
PC0C535B6,PTP,VC965
PCF64B519,PTP,VC965
PC905B5D4,PTE,VC965
PCC993FB3,PTE,VCB43
PC421D5F3,PTC,VCB43
PC821BC98,PTE,VC965
PC3338D42,PTP,VC965
PC99A12E9,PTP,VC965
PCF764517,PTE,VC965
PC20129F9,PTP,VC965
PC6DC0ACF,PTC,VC965
PC8806694,PTC,VC965
PCEB6517A,PTE,VCB43
PC0A63844,PTP,VC965
PC43A5E42,PTE,VC965
PCB6A16D7,PTP,VC965
PC0DB49FD,PTC,VC965
PCA06B2F1,PTP,VC965
PC3FAA264,PTC,VC965
PCC48E3A8,PTC,VC965
PC04EDDB4,PTP,VCB43
PCBA5D8AB,PTE,VC965
PCD5F2808,PTC,VC965
PC1DA31F7,PTC,VCB43
PC526B1EC,PTP,VCB43
PCFBEFA9E,PTP,VC965
PC37F171A,PTC,VC965
PC77889B3,PTE,VCD2F
PC0EF761B,PTP,VCB43
PCFAB001F,PTP,VC965
PCD4A1214,PTE,VCB43
PCD1EB220,PTC,VC965
PC03AE86F,PTE,VC965
PCF40C389,PTE,VCB43
PCC6A4CD8,PTP,VC965
PCA92F2BD,PTE,VCD2F
PC44877F1,PTP,VC965
PC7A260F1,PTC,VC965
PC494D54E,PTE,VC965
PC591BDF7,PTC,VC965
PCA6127FF,PTP,VCB43
PCD3A817A,PTE,VCB43
PCC347465,PTP,VC965
PC07BF95F,PTC,VCD2F
PC5526A36,PTC,VCB43
PC5D4DE09,PTP,VC965
PC84D9FC1,PTC,VC965
PC6F36B7A,PTE,VC965
PC4D892D7,PTE,VCB43
PCB0994D1,PTE,VCB43
PC869BDE8,PTE,VCB43
PCB7040B7,PTC,VC965
PC422A6D1,PTE,VC965
PCA4DF48A,PTE,VC965
PCBABD060,PTP,VC965
PC16F59EC,PTP,VC965
PC627AA14,PTE,VC965
PC6E0962A,PTP,VCB43
PCC825DB2,PTC,VC965
PCCBCFEDE,PTE,VC965
PC0B32B5B,PTE,VCB43
PCD8C66B1,PTE,VC965
PC797AEBF,PTP,VC965
PC81776BA,PTE,VCD2F
PCE32ED40,PTP,VCD2F
PC1BDA119,PTP,VC965
PCD411AEF,PTE,VC965
PC6C88C27,PTP,VC965
PC4E6422C,PTC,VC965
PC397AFA3,PTP,VC965
PCA6403C1,PTE,VC965
PC8C7C5D7,PTE,VC965
PC4486317,PTE,VC965
PC4156AD5,PTE,VC965
PCC943ECD,PTP,VC965
PC0D3474E,PTE,VCB43
PCB2463CF,PTP,VC965
PCB99E8F9,PTE,VCB43
PC7368097,PTE,VC965
PCC0E7E2A,PTP,VC965
PCE29AA1A,PTC,VC965
PC8C9B099,PTE,VC965
PC7E22FD8,PTC,VCB43
PCFA0E4C0,PTP,VC965
PC9082A17,PTP,VCB43
PCE01E4DF,PTE,VCD2F
PCC422F4D,PTP,VCB43
PCC139BD8,PTC,VCB43
PCF0B5E85,PTC,VC965
PC5295A46,PTC,VCB43
PC8DF4919,PTE,VCB43
PC869BDE8,PTE,VC965
PC08F56A1,PTE,VC965
PC4B0DCD2,PTC,VCD2F
PC8A7A22A,PTP,VCD2F
PCC4F7DCE,PTP,VC965
PCA770E5A,PTC,VC965
PC481C9F9,PTP,VCB43
PC2C1DA2A,PTC,VC965
PCF64B519,PTC,VC965
PC214FB8E,PTE,VC965
PCD2C9ECF,PTP,VCD2F
PC5149039,PTE,VC965
PC74F6341,PTC,VC965
PCB2463CF,PTP,VCB43
PCFE7F7FE,PTE,VC965
PC2294422,PTC,VC965
PC912F5CB,PTC,VC965
PC4A5D62F,PTP,VC965
PCC9756B2,PTP,VC965
PC85224D1,PTP,VC965
PC07289CF,PTC,VC965
PC0EC3E54,PTC,VC965
PCEECD973,PTE,VCB43
PC52EA95D,PTP,VCB43
PC5030572,PTC,VC965
PC0A50259,PTP,VC965
PC084F676,PTE,VCB43
PCEFF6088,PTE,VC965
PCED7D2DE,PTE,VC965
PCBD023A3,PTE,VC965
PCC1ED0C5,PTE,VC965
PC48D61BB,PTP,VC965
PC8A7A22A,PTP,VCB43
PC4B0DCD2,PTE,VC965
PCCA36E4D,PTE,VC965
PCA0290AD,PTP,VC965
PCBEB4D23,PTP,VC965
PCBC064F8,PTC,VC965
PC9DD9DCD,PTP,VC965
PC23BA77A,PTE,VC965
PC14FBE4A,PTE,VC965
PCFFC2992,PTE,VCB43
PC8453073,PTE,VC965
PC9DFEBB0,PTP,VCB43
PC0514825,PTP,VCD2F
PC79BCF60,PTE,VCD2F
PCE4C5D8E,PTE,VC965
PCAC34A40,PTC,VC965
PC517992F,PTC,VC965
PC3D58C5E,PTP,VC965
PCD51A740,PTE,VCD2F
PCD0DDD3D,PTP,VC965
PCFEADFE6,PTP,VC965
PCF5E0389,PTP,VCB43
PCC8441A8,PTE,VCB43
PCFE7F7FE,PTC,VC965
PC1551C8E,PTP,VC965
PCD3A817A,PTC,VCD2F
PC394C979,PTC,VC965
PC0214185,PTE,VC965
PCDFCFF53,PTE,VC965
PC70CA955,PTE,VCB43
PC494D54E,PTC,VCB43
PC208F9BB,PTC,VC965
PCCB07C68,PTE,VC965
PCE17C964,PTC,VC965
PC5D41947,PTE,VC965
PC1FE6483,PTP,VC965
PCAFC45DA,PTE,VCB43
PC23E470D,PTC,VCB43
PCA32686D,PTP,VCB43
PC22F748B,PTE,VCD2F
PCAE45EC0,PTE,VCB43
PC0CF9451,PTC,VC965
PC8111910,PTE,VC965
PCC1F6F13,PTP,VCB43
PCE0A2A2F,PTC,VC965
PCD2C9ECF,PTE,VCB43
PC546F252,PTP,VC965
PCCEEF65A,PTC,VC965
PCBA83119,PTP,VC965
PC94C0945,PTP,VC965
PC3743587,PTC,VC965
PCE4C5D8E,PTC,VC965
PC88C655C,PTP,VC965
PC454F09B,PTP,VC965
PCD6DBA1D,PTP,VC965
PCBDB8BB6,PTC,VCB43
PC035B71E,PTP,VC965
PCCA817EB,PTP,VCB43
PC82A16E6,PTC,VCB43
PCB86D2E1,PTE,VC965
PCAD363FC,PTE,VCB43
PC3CCA187,PTP,VC965
PC425C6EC,PTE,VCD2F
PC71FE98A,PTC,VCD2F
PCB24B68E,PTC,VC965
PC37F171A,PTC,VC965
PCB077F18,PTC,VCB43
PCCA71D2C,PTE,VC965
PC1E2B07E,PTC,VC965
PC461DCD3,PTC,VC965
PCA6403C1,PTE,VC965
PC327D635,PTC,VC965
PC264C595,PTC,VC965
PCC8C7059,PTP,VC965
PC3AF69A3,PTC,VCD2F
PC86B0D7B,PTC,VCB43
PCE01E4DF,PTE,VC965
PC51E7EF8,PTE,VC965
PC74F5EBA,PTP,VC965
PCAD89FE3,PTC,VC965
PC67D349A,PTP,VC965
PC040ADB3,PTP,VC965
PCEE69498,PTE,VC965
PCCAAFB48,PTC,VC965
PCCCAD2AC,PTE,VC965
PC5738A82,PTC,VCB43
PCB86D2E1,PTE,VCB43
PCD8E3CCB,PTP,VC965
PC7EE2DCF,PTE,VCD2F
PC12EEFE0,PTP,VCB43
PCB4CDDA5,PTE,VC965
PC905B5D4,PTP,VC965
PC48664B7,PTP,VC965
PC685427C,PTP,VC965
PC74A3585,PTP,VC965
PC5B45CE7,PTC,VCD2F
PCC08F8BB,PTC,VC965
PC851E565,PTE,VC965
PCA6403C1,PTP,VC965
PC62E1338,PTP,VCB43
PCB077F18,PTC,VC965
PC7D7AE48,PTC,VC965
PCF775FA6,PTE,VC965
PCF0B5E85,PTC,VC965
PC40C93B0,PTE,VC965
PC1E10EC3,PTC,VC965
PC59414DA,PTE,VC965
PCF775FA6,PTE,VC965
PCD0DDD3D,PTC,VCD2F
PC7157CF3,PTP,VC965
PC2294422,PTP,VC965
PC93AAEC9,PTP,VC965
PCC8FE9C6,PTE,VCD2F
PCB1B5BEC,PTC,VC965
PCE2D63A7,PTE,VC965
PC77889B3,PTE,VC965
PC4A6C6D9,PTC,VCB43
PC6D105CF,PTE,VC965
PC16F59EC,PTE,VCB43
PCD33B3C9,PTP,VC965
PCEC57A8E,PTP,VC965
PCFA4F864,PTC,VC965
PC4967767,PTE,VC965
PC7655FC1,PTE,VCB43
PCCB4C86D,PTE,VC965
PC76935F9,PTE,VC965
PC4C9B108,PTE,VCB43
PC578F087,PTE,VCB43
PC9798721,PTC,VCD2F
PCD1EB220,PTP,VC965
PC4A40D50,PTC,VC965
PC9C7C18E,PTC,VCD2F
PCBABF130,PTP,VC965
PC953B572,PTP,VC965
PCA24C1E1,PTC,VC965
PC2890582,PTP,VC965
PCCC8F243,PTP,VC965
PC8FE0901,PTC,VC965
PCAB2FA02,PTE,VC965
PC65AA714,PTP,VC965
PCBB02F92,PTE,VC965
PC4967767,PTE,VC965
PCC321538,PTE,VCD2F
PC524833E,PTE,VCB43
PC09C5F59,PTP,VC965
PC4C9B108,PTE,VC965
PC5ABB8E4,PTE,VC965
PC1DEB043,PTE,VCB43
PC09D71DF,PTE,VC965
PCA33A9A8,PTE,VCB43
PCD83983A,PTE,VC965
PCDE89544,PTC,VC965
PC0C0EE22,PTC,VC965
PCA154C84,PTP,VC965
PCC48E3A8,PTE,VC965
PC0514825,PTE,VCB43
PCA32686D,PTC,VC965
PC65C93B7,PTP,VC965
PC5030572,PTC,VC965
PC210A754,PTP,VCB43
PCDFCFF53,PTP,VC965
PC148C815,PTP,VCB43
PCDD316EB,PTE,VCB43
PC2890582,PTC,VC965
PC59A33DE,PTC,VC965
PCA6403C1,PTC,VCB43
PCA227C6B,PTC,VCB43
PCF8D98DC,PTC,VC965
PCCC8F243,PTE,VC965
PC16F59EC,PTC,VC965
PCCB12F8C,PTC,VCB43
PC909A324,PTP,VC965
PC374C341,PTE,VC965
PC3F8C42B,PTP,VC965
PC92A6471,PTP,VC965
PC4156AD5,PTC,VCB43
PC684859B,PTP,VC965
PCDF04952,PTC,VC965
PC09D71DF,PTC,VC965
PC1477DC9,PTC,VC965
PCC8441A8,PTE,VCD2F
PC3D58C5E,PTE,VC965
PC421D5F3,PTC,VC965
PCEF64195,PTP,VC965
PC1A3D20B,PTP,VC965
PCBB055C6,PTE,VC965
PC40BD0F3,PTC,VC965
PC1BC7FA5,PTE,VC965
PCAFC45DA,PTC,VCB43
PC71D433F,PTC,VCB43
PC3FB1BB6,PTE,VC965
PC0BF2899,PTE,VCB43
PC7667A3E,PTE,VC965
PCD9CAD56,PTC,VC965
PCC0E7E2A,PTP,VC965
PC869BDE8,PTE,VC965
PC1592ACA,PTC,VC965
PCACF7982,PTC,VCB43
PC9B747F8,PTP,VCB43
PC6C57ED3,PTE,VCB43
PC5B2AFFA,PTP,VC965
PCA35B156,PTE,VCD2F
PC9F481D4,PTE,VC965
PCB3DF742,PTC,VCB43
PC96978C6,PTC,VCD2F
PCB1132AC,PTC,VC965
PCA965149,PTE,VC965
PC43919D1,PTP,VC965
PCBC064F8,PTE,VCD2F
PC2BE6D87,PTP,VC965
PC16F5A24,PTC,VCB43
PC71FE98A,PTE,VC965
PCDED6F20,PTC,VCD2F
PC7C55512,PTE,VC965
PCF775FA6,PTP,VCD2F
PCA8A783A,PTE,VC965
PCE952492,PTP,VC965
PCF0FC9B2,PTC,VC965
PCC1F6F13,PTE,VC965
PC1A161AA,PTP,VC965
PCC30C735,PTP,VC965
PCE1DDBB4,PTC,VCB43
PC6E93A05,PTC,VCB43
PCB7341F4,PTE,VCB43
PC4967767,PTP,VC965
PC4967767,PTP,VC965
PCBA83119,PTC,VCD2F
PC6D0FC31,PTC,VCB43
PCA579A65,PTC,VC965
PC5AB6779,PTE,VC965
PC65485BB,PTC,VC965
PCB070250,PTE,VC965
PC8AAEF51,PTC,VCB43
PCE4C5D8E,PTC,VC965
PC6EFC03B,PTC,VC965
PC685B3B1,PTP,VCD2F
PCDD56814,PTC,VC965
PC74CE451,PTC,VCB43
PC1CDFCF6,PTP,VCD2F
PC18C31F6,PTC,VC965
PC9B747F8,PTE,VC965
PC7607A5D,PTP,VC965
PC43A5E42,PTC,VCB43
PC251D4C1,PTP,VC965
PC3B970F2,PTE,VC965
PC1585DF2,PTC,VC965
PC796A888,PTP,VCB43
PCC0E943C,PTP,VC965
PC89C0554,PTE,VC965
PC797AEBF,PTE,VC965
PCB616FAD,PTP,VC965
PCD3A817A,PTP,VC965
PC5D4DE09,PTP,VC965
PC0671DD4,PTC,VC965
PCE3427C5,PTP,VC965
PC8F4AF85,PTP,VC965
PC6A4F55F,PTE,VC965
PC3FB1BB6,PTP,VC965
PCC321538,PTP,VCD2F
PCF775FA6,PTP,VC965
PCF8D98DC,PTE,VCB43
PCFBF2259,PTC,VC965
PCA35B156,PTE,VCD2F
PC6E93A05,PTC,VCB43
PCCB383F8,PTC,VC965
PC63FF017,PTE,VCB43
PC6A65941,PTP,VC965
PC4A40D50,PTE,VCD2F
PC69F3F14,PTE,VCB43
PC1BC7FA5,PTP,VC965
PC74F6341,PTE,VC965
PC09C5F59,PTC,VC965
PCD411AEF,PTE,VC965
PC5B2AFFA,PTE,VC965
PCFFC2992,PTE,VC965
PCE6CC50C,PTC,VC965
PCEF64195,PTC,VC965
PC7E22FD8,PTE,VC965
PC5212DD0,PTC,VCB43
PC1E10EC3,PTC,VC965
PCB24B68E,PTE,VC965
PC34C1DCB,PTE,VC965
PCFE8B604,PTE,VC965
PCE32ED40,PTC,VC965
PC1ECBA39,PTE,VC965
PC3E474F6,PTE,VC965
PCEF3EBBC,PTC,VC965
PC119E3A6,PTE,VC965
PC4847214,PTE,VC965
PC3D30AD0,PTC,VCB43
PCD987A9D,PTP,VC965
PCFE28E92,PTC,VCB43
PC71A1452,PTP,VC965
PC41B834E,PTE,VC965
PC1B1D964,PTC,VC965
PC8C9B099,PTP,VC965
PC670999C,PTE,VC965
PCAA9F518,PTE,VCB43
PC76935F9,PTC,VC965
PCD3A817A,PTP,VC965
PCBB055C6,PTC,VC965
PCE2D63A7,PTC,VC965
PC517992F,PTE,VCD2F
PC9AF321D,PTP,VC965
PC19D06B0,PTP,VC965
PCF64B519,PTE,VC965
PCD83DE25,PTE,VC965
PCCC8F243,PTP,VC965
PC65485BB,PTP,VCD2F
PC926F0A9,PTP,VCB43
PC84E8CEF,PTP,VC965
PCF764517,PTE,VC965
PCD5F2808,PTP,VC965
PCE62BBA9,PTE,VC965
PCF14D1E3,PTE,VC965
PCC6A4CD8,PTP,VC965
PCCFD9AB6,PTE,VC965
PC425C6EC,PTE,VC965
PCED2DB6F,PTE,VC965
PCF2ECD29,PTE,VC965
PC4C95CA2,PTC,VCB43
PC52E7369,PTE,VC965
PC68484C6,PTE,VC965
PC7758F89,PTE,VCD2F
PC85224D1,PTE,VCB43
PC47B8825,PTP,VCB43
PCA52F720,PTC,VCB43
PC65AA714,PTP,VC965
PC8FC83B3,PTC,VC965
PC905B5D4,PTC,VCD2F
PC1DEB043,PTP,VC965
PC3E78C17,PTP,VC965
PCDD56814,PTC,VCB43
PC1585DF2,PTC,VC965
PC417B8DF,PTC,VCB43
PC5526A36,PTP,VC965
PC71A1452,PTC,VCB43
PC07289CF,PTC,VC965
PC3F8C42B,PTP,VC965
PC7BEFC3B,PTC,VC965
PC81776BA,PTE,VC965
PC5F47DCF,PTE,VCB43
PC68484C6,PTP,VC965
PCE450C55,PTP,VC965
PC2BE6D87,PTE,VC965
PC7A3A5CF,PTE,VC965
PC1A4796C,PTC,VCB43
PC6D2FAD0,PTE,VC965
PC3743587,PTP,VC965
PCB6A16D7,PTC,VCD2F
PCBEB4D23,PTP,VCD2F
PCC51AD39,PTE,VC965
PC69C7DF3,PTE,VCB43
PC8473A64,PTC,VC965
PCCACA741,PTE,VCB43
PC63844BC,PTP,VC965
PCC48E3A8,PTP,VC965
PCF1366ED,PTC,VCB43
PC3777B8E,PTP,VCB43
PC9042B3F,PTP,VC965
PC46C4A27,PTE,VC965
PCDE89544,PTP,VC965
PCEEC0DB3,PTP,VC965
PC3E78C17,PTE,VC965
PC3E474F6,PTP,VC965
PC06E9A80,PTC,VC965
PCE01E4DF,PTP,VC965
PCF8D98DC,PTE,VC965
PCC825DB2,PTC,VC965
PC76EDF79,PTE,VC965
PCA9D6EEE,PTP,VC965
PC3FD65C8,PTP,VC965
PC8E2A7E0,PTC,VCB43
PCDC5C9E2,PTE,VC965
PC0C535B6,PTP,VC965
PCBABD060,PTP,VCD2F
PC49BFB36,PTC,VC965
PCA0290AD,PTE,VC965
PC0214185,PTP,VC965
PCD83DE25,PTE,VC965
PC9FB4E82,PTC,VCD2F
PC66E7418,PTE,VC965
PCD411AEF,PTC,VC965
PCD1EB220,PTC,VC965
PCEBBFFB5,PTP,VCD2F
PC1592ACA,PTP,VC965
PCEB6517A,PTC,VC965
PCDFBBEBB,PTE,VC965
PCBE1B45D,PTP,VCD2F
PC59F4E22,PTE,VCB43
PC3546931,PTC,VC965
PC5631507,PTC,VCB43
PC035B71E,PTE,VC965
PC8616CD8,PTP,VCB43
PCDB42B34,PTC,VC965
PC6D0FC31,PTP,VC965
PC67D349A,PTP,VCD2F
PCED7D2DE,PTP,VC965
PCE29AA1A,PTC,VCB43
PCDE20E6F,PTP,VC965
PC5ABB8E4,PTE,VC965
PC90AAFDA,PTP,VC965
PC327D635,PTP,VC965
PCE4A44BE,PTE,VCD2F
PC6CC51DA,PTP,VCD2F
PC9798721,PTE,VC965
PC40C93B0,PTE,VCD2F
PCEF64195,PTP,VCB43
PCAE085FE,PTP,VC965
PC0BD172F,PTE,VC965
PCD411AEF,PTC,VC965
PC134F258,PTE,VC965
PCE450C55,PTC,VC965
PC4B1BAF3,PTE,VCD2F
PC250A90D,PTC,VC965
PC6802C08,PTE,VC965
PC3CCA187,PTE,VC965
PC3A63A79,PTE,VC965
PCF31BD97,PTE,VC965
PC0606D6A,PTP,VC965
PC397AFA3,PTP,VC965
PC010D2A9,PTE,VC965
PC5A6D86E,PTP,VC965
PC8140983,PTP,VCB43
PC0671DD4,PTE,VCB43
PC6713209,PTE,VC965
PCC3E4ADA,PTP,VC965
PC9E503B6,PTE,VCB43
PC1269226,PTC,VC965
PCAACD453,PTP,VC965
PC7CCC47B,PTP,VC965
PC75BC2DF,PTC,VCB43
PCC8C7059,PTP,VC965
PC0A326BE,PTE,VCD2F
PC0EF761B,PTE,VC965
PC5FBE4B8,PTP,VC965
PCD540B2F,PTE,VCD2F
PC7688C61,PTC,VC965
PCFC754C7,PTE,VC965
PC82A16E6,PTE,VC965
PC4D2C5A7,PTC,VCB43
PC2111CF9,PTE,VC965
PCE32D2F9,PTC,VC965
PCF712D1A,PTC,VCD2F
PCD8D5094,PTE,VC965
PC974552B,PTC,VC965
PCD33B3C9,PTP,VCB43
PCBB65EF4,PTE,VC965
PCED7EAFE,PTE,VCB43
PC7A54E18,PTE,VCB43
PC07289CF,PTC,VCB43
PC796A888,PTP,VC965
PC8DF4919,PTP,VC965
PC09C5F59,PTP,VC965
PC69DE15C,PTC,VC965
PC8D90EF0,PTC,VC965
PCF64B519,PTC,VC965
PCECEBBFA,PTE,VC965
PC8A8EA51,PTP,VCB43
PC98F856D,PTC,VC965
PCDBBCB68,PTC,VC965
PC75BC2DF,PTC,VC965
PC9C7C18E,PTP,VC965
PC8AAEF51,PTP,VC965
PC3A7AACB,PTE,VC965
PC5E92F61,PTC,VCD2F
PCC7B407A,PTC,VC965
PCF1366ED,PTE,VC965
PC8C7C5D7,PTE,VC965
PCCB383F8,PTP,VC965
PC87C8BC4,PTC,VC965
PC45CC19A,PTP,VC965
PC8ED616E,PTE,VC965
PC4AC8EAD,PTE,VCB43
PC12EEFE0,PTP,VC965
PC04EDDB4,PTC,VCD2F
PC1E10EC3,PTE,VC965
PC5170BF4,PTP,VC965
PC3137434,PTC,VCD2F
PC39B17A9,PTC,VCB43
PC52C0F45,PTC,VCB43
PC45EBEBC,PTE,VC965
PC2BE6D87,PTE,VC965
PCAD3B9BC,PTC,VC965
PC48664B7,PTC,VCB43
PC8CA1B15,PTP,VC965
PCC7106FF,PTP,VCB43
PCA965149,PTC,VC965
PC71FE98A,PTE,VCD2F
PC9C7C18E,PTE,VC965
PC65E7991,PTC,VC965
PC1DEB043,PTC,VCB43
PC8DF4919,PTC,VC965
PC250A90D,PTC,VC965
PCF1366ED,PTC,VC965
PC86E9EB7,PTE,VC965
PC85224D1,PTC,VCB43
PCE1EA438,PTE,VCB43
PC8F4AF85,PTE,VC965
PCB33ACE8,PTE,VC965
PC23E470D,PTE,VC965
PC22F748B,PTC,VCB43
PCCCAD2AC,PTP,VC965
PC3E57E3D,PTC,VC965
PCCB2657A,PTP,VC965
PC12D9486,PTE,VC965
PC1D9ADA9,PTP,VCB43
PC0A5DC1F,PTP,VCD2F
PC7F7FFF0,PTE,VC965
PCC1A733C,PTC,VCB43
PC1A58039,PTC,VC965
PC3A23C14,PTC,VC965
PCD2C9ECF,PTP,VCB43
PCC62D342,PTP,VCD2F
PCD3A817A,PTP,VCB43
PCF764517,PTC,VC965
PC55432DA,PTE,VCB43
PC1FE6483,PTP,VC965
PCEE69498,PTE,VCB43
PC9DD9DCD,PTP,VC965
PC28E44E2,PTP,VC965
PCDFBBEBB,PTC,VC965
PCBC064F8,PTC,VC965
PCDE20E6F,PTC,VCB43
PC912F5CB,PTP,VC965
PCB33ACE8,PTP,VCB43
PC4779D38,PTC,VC965
PC7DC0964,PTP,VC965
PCD175301,PTP,VC965
PC2D22627,PTC,VC965
PC5F47DCF,PTE,VC965
PC6E0962A,PTE,VCD2F
PC72FE04B,PTC,VCB43
PCF0B5E85,PTP,VC965
PC5631507,PTE,VC965
PC1D9ADA9,PTE,VCB43
PC52E71B8,PTC,VCB43
PC79E328A,PTE,VC965
PC6A65941,PTP,VCD2F
PCDA37101,PTP,VC965
PCA35B156,PTC,VC965
PC818101A,PTP,VC965
PC9F3C86B,PTE,VCB43
PC461DCD3,PTP,VC965
PC34ECAB5,PTP,VCD2F
PCF984421,PTC,VC965
PCE9C770E,PTE,VC965
PC2D22627,PTC,VCB43
PC7667A3E,PTP,VC965
PC084F676,PTP,VC965
PC7AA5B2F,PTC,VCD2F
PC461DCD3,PTC,VCB43
PCEA652A8,PTP,VC965
PCE60D320,PTC,VC965
PC395ADCB,PTP,VC965
PC6E93A05,PTE,VC965
PCF984421,PTE,VC965
PC2C1B987,PTC,VCB43
PC8BCEB19,PTP,VC965
PCA2E8463,PTE,VCB43
